REGION,States/UTs,District,Year,CRIME_TYPE,COUNT
Telangana (state),Telangana,Karimnagar,2014,Insult to the Modesty of Women,70
Telangana (state),Telangana,Karimnagar,2014,Kidnapping & Abduction,37
Telangana (state),Telangana,Karimnagar,2014,Kidnapping & Abduction in order to Murder,1
Telangana (state),Telangana,Karimnagar,2014,Kidnapping & Abduction of Women to compel her for marriage,43
Telangana (state),Telangana,Karimnagar,2014,Kidnapping & Abduction_Total,106
Telangana (state),Telangana,Karimnagar,2014,Kidnapping for Ransom,2
Telangana (state),Telangana,Karimnagar,2014,Making Preparation and Assembly for committing Dacoity,0
Telangana (state),Telangana,Karimnagar,2014,Making or Possessing materials for forged currency/Bank notes,0
Telangana (state),Telangana,Karimnagar,2014,Making or Using documents resembling currency,0
Telangana (state),Telangana,Karimnagar,2014,Murder,109
Telangana (state),Telangana,Karimnagar,2014,Offences against State,0
Telangana (state),Telangana,Karimnagar,2014,Offences promoting enmity between different groups,0
Telangana (state),Telangana,Karimnagar,2014,Other Assault on Women,363
Telangana (state),Telangana,Karimnagar,2014,Other Dacoity,5
Telangana (state),Telangana,Karimnagar,2014,Other IPC crimes,3845
Telangana (state),Telangana,Karimnagar,2014,Other Kidnapping,23
Telangana (state),Telangana,Karimnagar,2014,Other Thefts,490
Telangana (state),Telangana,Karimnagar,2014,Other offences against State,0
Telangana (state),Telangana,Karimnagar,2014,Other places related to work,0
Telangana (state),Telangana,Karimnagar,2014,"Places other than 231, 232 & 233",70
Telangana (state),Telangana,Karimnagar,2014,Possession of forged or counterfeiting currency/Bank notes,0
Telangana (state),Telangana,Karimnagar,2014,Promoting enmity between different groups,0
Telangana (state),Telangana,Karimnagar,2014,Rape,66
Telangana (state),Telangana,Karimnagar,2014,Rape other than Custodial,66
Telangana (state),Telangana,Karimnagar,2014,Rape_Gang Rape,0
Telangana (state),Telangana,Karimnagar,2014,Rape_Others,66
Telangana (state),Telangana,Karimnagar,2014,Riots,87
Telangana (state),Telangana,Karimnagar,2014,Riots_Agrarian,0
Telangana (state),Telangana,Karimnagar,2014,Riots_Caste Conflict,0
Telangana (state),Telangana,Karimnagar,2014,Riots_Communal,0
Telangana (state),Telangana,Karimnagar,2014,Riots_Industrial,0
Telangana (state),Telangana,Karimnagar,2014,Riots_Other Caste Conflict,0
Telangana (state),Telangana,Karimnagar,2014,Riots_Others,87
Telangana (state),Telangana,Karimnagar,2014,Riots_Political,0
Telangana (state),Telangana,Karimnagar,2014,Riots_SC/STs Vs Non-SCs/STs,0
Telangana (state),Telangana,Karimnagar,2014,Riots_Sectarian,0
Telangana (state),Telangana,Karimnagar,2014,Riots_Students,0
Telangana (state),Telangana,Karimnagar,2014,Robbery,36
Telangana (state),Telangana,Karimnagar,2014,Sedition,0
Telangana (state),Telangana,Karimnagar,2014,Sexual Harassment,5
Telangana (state),Telangana,Karimnagar,2014,Stalking,2
Telangana (state),Telangana,Karimnagar,2014,Theft,735
Telangana (state),Telangana,Karimnagar,2014,Total Cognizable IPC crimes,9382
Telangana (state),Telangana,Karimnagar,2014,Unlawful Assembly,0
Telangana (state),Telangana,Karimnagar,2014,Unnatural Offence,0
Telangana (state),Telangana,Karimnagar,2014,Using forged or counterfeiting currency/Bank notes,0
Telangana (state),Telangana,Karimnagar,2014,Voyeurism,0
Telangana (state),Telangana,Khammam,2014,Acid attack,0
Telangana (state),Telangana,Khammam,2014,Arson,16
Telangana (state),Telangana,Khammam,2014,Assault on Women with intent to outrage her Modesty,351
Telangana (state),Telangana,Khammam,2014,Assault or use of criminal force to women with intent to Disrobe,1
Telangana (state),Telangana,Khammam,2014,At Office premises,0
Telangana (state),Telangana,Khammam,2014,Attempt to Acid Attack,0
Telangana (state),Telangana,Khammam,2014,Attempt to commit Culpable Homicide,0
Telangana (state),Telangana,Khammam,2014,Attempt to commit Murder,85
Telangana (state),Telangana,Khammam,2014,Attempt to commit Rape,2
Telangana (state),Telangana,Khammam,2014,Auto Theft,278
Telangana (state),Telangana,Khammam,2014,Causing Death by Negligence,482
Telangana (state),Telangana,Khammam,2014,Cheating,845
Telangana (state),Telangana,Khammam,2014,Counterfeit Offences related to Counterfeit Coin,0
Telangana (state),Telangana,Khammam,2014,Counterfeit currency & Bank notes,1
Telangana (state),Telangana,Khammam,2014,Counterfeiting,1
Telangana (state),Telangana,Khammam,2014,Counterfeiting Government Stamp,0
Telangana (state),Telangana,Khammam,2014,Counterfeiting currency notes/Bank notes,1
Telangana (state),Telangana,Khammam,2014,Criminal Breach of Trust,40
Telangana (state),Telangana,Khammam,2014,Criminal Trespass or Burglary,334
Telangana (state),Telangana,Khammam,2014,Criminal Trespass/Burglary,432
Telangana (state),Telangana,Khammam,2014,Cruelty by Husband or his Relatives,530
Telangana (state),Telangana,Khammam,2014,Culpable Homicide not amounting to Murder,7
Telangana (state),Telangana,Khammam,2014,Custodial Rape,0
Telangana (state),Telangana,Khammam,2014,Custodial_Gang Rape,0
Telangana (state),Telangana,Khammam,2014,Custodial_Other Rape,0
Telangana (state),Telangana,Khammam,2014,Dacoity,1
Telangana (state),Telangana,Khammam,2014,Dacoity with Murder,0
Telangana (state),Telangana,Khammam,2014,Deaths due to Other Causes,0
Telangana (state),Telangana,Khammam,2014,Deaths due to negligent driving/act,482
Telangana (state),Telangana,Khammam,2014,Disclosure of Identity of Victims,0
Telangana (state),Telangana,Khammam,2014,Dowry Deaths,18
Telangana (state),Telangana,Khammam,2014,Extortion,10
Telangana (state),Telangana,Khammam,2014,Forgery,0
Telangana (state),Telangana,Khammam,2014,Grievous Hurt,50
Telangana (state),Telangana,Khammam,2014,House Trespass & House Breaking,98
Telangana (state),Telangana,Khammam,2014,HumanTrafficking,0
Telangana (state),Telangana,Khammam,2014,Hurt,50
Telangana (state),Telangana,Khammam,2014,Importation of Girls from Foreign Country,0
Telangana (state),Telangana,Khammam,2014,"Imputation, assertions prejudicial to national integration",0
Telangana (state),Telangana,Khammam,2014,In Public Transport system,0
Telangana (state),Telangana,Khammam,2014,Incidence of Rash Driving,3347
Telangana (state),Telangana,Khammam,2014,Insult to the Modesty of Women,133
Telangana (state),Telangana,Khammam,2014,Kidnapping & Abduction,0
Telangana (state),Telangana,Khammam,2014,Kidnapping & Abduction in order to Murder,0
Telangana (state),Telangana,Khammam,2014,Kidnapping & Abduction of Women to compel her for marriage,15
Telangana (state),Telangana,Khammam,2014,Kidnapping & Abduction_Total,73
Telangana (state),Telangana,Khammam,2014,Kidnapping for Ransom,0
Telangana (state),Telangana,Khammam,2014,Making Preparation and Assembly for committing Dacoity,0
Telangana (state),Telangana,Khammam,2014,Making or Possessing materials for forged currency/Bank notes,0
Telangana (state),Telangana,Khammam,2014,Making or Using documents resembling currency,0
Telangana (state),Telangana,Khammam,2014,Murder,76
Telangana (state),Telangana,Khammam,2014,Offences against State,0
Telangana (state),Telangana,Khammam,2014,Offences promoting enmity between different groups,0
Telangana (state),Telangana,Khammam,2014,Other Assault on Women,207
Telangana (state),Telangana,Khammam,2014,Other Dacoity,1
Telangana (state),Telangana,Khammam,2014,Other IPC crimes,3566
Telangana (state),Telangana,Khammam,2014,Other Kidnapping,58
Telangana (state),Telangana,Khammam,2014,Other Thefts,468
Telangana (state),Telangana,Khammam,2014,Other offences against State,0
Telangana (state),Telangana,Khammam,2014,Other places related to work,0
Telangana (state),Telangana,Khammam,2014,"Places other than 231, 232 & 233",133
Telangana (state),Telangana,Khammam,2014,Possession of forged or counterfeiting currency/Bank notes,0
Telangana (state),Telangana,Khammam,2014,Promoting enmity between different groups,0
Telangana (state),Telangana,Khammam,2014,Rape,102
Telangana (state),Telangana,Khammam,2014,Rape other than Custodial,102
Telangana (state),Telangana,Khammam,2014,Rape_Gang Rape,0
Telangana (state),Telangana,Khammam,2014,Rape_Others,102
Telangana (state),Telangana,Khammam,2014,Riots,94
Telangana (state),Telangana,Khammam,2014,Riots_Agrarian,0
Telangana (state),Telangana,Khammam,2014,Riots_Caste Conflict,0
Telangana (state),Telangana,Khammam,2014,Riots_Communal,0
Telangana (state),Telangana,Khammam,2014,Riots_Industrial,0
Telangana (state),Telangana,Khammam,2014,Riots_Other Caste Conflict,0
Telangana (state),Telangana,Khammam,2014,Riots_Others,73
Telangana (state),Telangana,Khammam,2014,Riots_Political,21
Telangana (state),Telangana,Khammam,2014,Riots_SC/STs Vs Non-SCs/STs,0
Telangana (state),Telangana,Khammam,2014,Riots_Sectarian,0
Telangana (state),Telangana,Khammam,2014,Riots_Students,0
Telangana (state),Telangana,Khammam,2014,Robbery,15
Telangana (state),Telangana,Khammam,2014,Sedition,0
Telangana (state),Telangana,Khammam,2014,Sexual Harassment,142
Telangana (state),Telangana,Khammam,2014,Stalking,1
Telangana (state),Telangana,Khammam,2014,Theft,746
Telangana (state),Telangana,Khammam,2014,Total Cognizable IPC crimes,11022
Telangana (state),Telangana,Khammam,2014,Unlawful Assembly,0
Telangana (state),Telangana,Khammam,2014,Unnatural Offence,0
Telangana (state),Telangana,Khammam,2014,Using forged or counterfeiting currency/Bank notes,0
Telangana (state),Telangana,Khammam,2014,Voyeurism,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Acid attack,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Arson,65
Telangana (state),Telangana,Mahaboob Nagar,2014,Assault on Women with intent to outrage her Modesty,242
Telangana (state),Telangana,Mahaboob Nagar,2014,Assault or use of criminal force to women with intent to Disrobe,12
Telangana (state),Telangana,Mahaboob Nagar,2014,At Office premises,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Attempt to Acid Attack,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Attempt to commit Culpable Homicide,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Attempt to commit Murder,87
Telangana (state),Telangana,Mahaboob Nagar,2014,Attempt to commit Rape,3
Telangana (state),Telangana,Mahaboob Nagar,2014,Auto Theft,179
Telangana (state),Telangana,Mahaboob Nagar,2014,Causing Death by Negligence,818
Telangana (state),Telangana,Mahaboob Nagar,2014,Cheating,252
Telangana (state),Telangana,Mahaboob Nagar,2014,Counterfeit Offences related to Counterfeit Coin,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Counterfeit currency & Bank notes,3
Telangana (state),Telangana,Mahaboob Nagar,2014,Counterfeiting,3
Telangana (state),Telangana,Mahaboob Nagar,2014,Counterfeiting Government Stamp,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Counterfeiting currency notes/Bank notes,3
Telangana (state),Telangana,Mahaboob Nagar,2014,Criminal Breach of Trust,36
Telangana (state),Telangana,Mahaboob Nagar,2014,Criminal Trespass or Burglary,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Criminal Trespass/Burglary,369
Telangana (state),Telangana,Mahaboob Nagar,2014,Cruelty by Husband or his Relatives,209
Telangana (state),Telangana,Mahaboob Nagar,2014,Culpable Homicide not amounting to Murder,27
Telangana (state),Telangana,Mahaboob Nagar,2014,Custodial Rape,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Custodial_Gang Rape,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Custodial_Other Rape,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Dacoity,6
Telangana (state),Telangana,Mahaboob Nagar,2014,Dacoity with Murder,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Deaths due to Other Causes,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Deaths due to negligent driving/act,818
Telangana (state),Telangana,Mahaboob Nagar,2014,Disclosure of Identity of Victims,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Dowry Deaths,30
Telangana (state),Telangana,Mahaboob Nagar,2014,Extortion,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Forgery,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Grievous Hurt,58
Telangana (state),Telangana,Mahaboob Nagar,2014,House Trespass & House Breaking,369
Telangana (state),Telangana,Mahaboob Nagar,2014,HumanTrafficking,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Hurt,58
Telangana (state),Telangana,Mahaboob Nagar,2014,Importation of Girls from Foreign Country,0
Telangana (state),Telangana,Mahaboob Nagar,2014,"Imputation, assertions prejudicial to national integration",0
Telangana (state),Telangana,Mahaboob Nagar,2014,In Public Transport system,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Incidence of Rash Driving,855
Telangana (state),Telangana,Mahaboob Nagar,2014,Insult to the Modesty of Women,47
Telangana (state),Telangana,Mahaboob Nagar,2014,Kidnapping & Abduction,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Kidnapping & Abduction in order to Murder,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Kidnapping & Abduction of Women to compel her for marriage,50
Telangana (state),Telangana,Mahaboob Nagar,2014,Kidnapping & Abduction_Total,63
Telangana (state),Telangana,Mahaboob Nagar,2014,Kidnapping for Ransom,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Making Preparation and Assembly for committing Dacoity,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Making or Possessing materials for forged currency/Bank notes,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Making or Using documents resembling currency,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Murder,240
Telangana (state),Telangana,Mahaboob Nagar,2014,Offences against State,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Offences promoting enmity between different groups,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Other Assault on Women,156
Telangana (state),Telangana,Mahaboob Nagar,2014,Other Dacoity,6
Telangana (state),Telangana,Mahaboob Nagar,2014,Other IPC crimes,2714
Telangana (state),Telangana,Mahaboob Nagar,2014,Other Kidnapping,13
Telangana (state),Telangana,Mahaboob Nagar,2014,Other Thefts,933
Telangana (state),Telangana,Mahaboob Nagar,2014,Other offences against State,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Other places related to work,0
Telangana (state),Telangana,Mahaboob Nagar,2014,"Places other than 231, 232 & 233",47
Telangana (state),Telangana,Mahaboob Nagar,2014,Possession of forged or counterfeiting currency/Bank notes,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Promoting enmity between different groups,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Rape,169
Telangana (state),Telangana,Mahaboob Nagar,2014,Rape other than Custodial,169
Telangana (state),Telangana,Mahaboob Nagar,2014,Rape_Gang Rape,3
Telangana (state),Telangana,Mahaboob Nagar,2014,Rape_Others,166
Telangana (state),Telangana,Mahaboob Nagar,2014,Riots,105
Telangana (state),Telangana,Mahaboob Nagar,2014,Riots_Agrarian,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Riots_Caste Conflict,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Riots_Communal,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Riots_Industrial,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Riots_Other Caste Conflict,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Riots_Others,105
Telangana (state),Telangana,Mahaboob Nagar,2014,Riots_Political,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Riots_SC/STs Vs Non-SCs/STs,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Riots_Sectarian,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Riots_Students,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Robbery,23
Telangana (state),Telangana,Mahaboob Nagar,2014,Sedition,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Sexual Harassment,53
Telangana (state),Telangana,Mahaboob Nagar,2014,Stalking,17
Telangana (state),Telangana,Mahaboob Nagar,2014,Theft,1112
Telangana (state),Telangana,Mahaboob Nagar,2014,Total Cognizable IPC crimes,7533
Telangana (state),Telangana,Mahaboob Nagar,2014,Unlawful Assembly,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Unnatural Offence,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Using forged or counterfeiting currency/Bank notes,0
Telangana (state),Telangana,Mahaboob Nagar,2014,Voyeurism,4
Telangana (state),Telangana,Medak,2014,Acid attack,0
Telangana (state),Telangana,Medak,2014,Arson,45
Telangana (state),Telangana,Medak,2014,Assault on Women with intent to outrage her Modesty,211
Telangana (state),Telangana,Medak,2014,Assault or use of criminal force to women with intent to Disrobe,35
Telangana (state),Telangana,Medak,2014,At Office premises,0
Telangana (state),Telangana,Medak,2014,Attempt to Acid Attack,0
Telangana (state),Telangana,Medak,2014,Attempt to commit Culpable Homicide,0
Telangana (state),Telangana,Medak,2014,Attempt to commit Murder,84
Telangana (state),Telangana,Medak,2014,Attempt to commit Rape,0
Telangana (state),Telangana,Medak,2014,Auto Theft,246
Telangana (state),Telangana,Medak,2014,Causing Death by Negligence,780
Telangana (state),Telangana,Medak,2014,Cheating,312
Telangana (state),Telangana,Medak,2014,Counterfeit Offences related to Counterfeit Coin,0
Telangana (state),Telangana,Medak,2014,Counterfeit currency & Bank notes,2
Telangana (state),Telangana,Medak,2014,Counterfeiting,2
Telangana (state),Telangana,Medak,2014,Counterfeiting Government Stamp,0
Telangana (state),Telangana,Medak,2014,Counterfeiting currency notes/Bank notes,0
Telangana (state),Telangana,Medak,2014,Criminal Breach of Trust,20
Telangana (state),Telangana,Medak,2014,Criminal Trespass or Burglary,302
Telangana (state),Telangana,Medak,2014,Criminal Trespass/Burglary,384
Telangana (state),Telangana,Medak,2014,Cruelty by Husband or his Relatives,346
Telangana (state),Telangana,Medak,2014,Culpable Homicide not amounting to Murder,7
Telangana (state),Telangana,Medak,2014,Custodial Rape,0
Telangana (state),Telangana,Medak,2014,Custodial_Gang Rape,0
Telangana (state),Telangana,Medak,2014,Custodial_Other Rape,0
Telangana (state),Telangana,Medak,2014,Dacoity,5
Telangana (state),Telangana,Medak,2014,Dacoity with Murder,0
Telangana (state),Telangana,Medak,2014,Deaths due to Other Causes,0
Telangana (state),Telangana,Medak,2014,Deaths due to negligent driving/act,780
Telangana (state),Telangana,Medak,2014,Disclosure of Identity of Victims,0
Telangana (state),Telangana,Medak,2014,Dowry Deaths,34
Telangana (state),Telangana,Medak,2014,Extortion,9
Telangana (state),Telangana,Medak,2014,Forgery,0
Telangana (state),Telangana,Medak,2014,Grievous Hurt,49
Telangana (state),Telangana,Medak,2014,House Trespass & House Breaking,82
Telangana (state),Telangana,Medak,2014,HumanTrafficking,0
Telangana (state),Telangana,Medak,2014,Hurt,49
Telangana (state),Telangana,Medak,2014,Importation of Girls from Foreign Country,0
Telangana (state),Telangana,Medak,2014,"Imputation, assertions prejudicial to national integration",0
Telangana (state),Telangana,Medak,2014,In Public Transport system,0
Telangana (state),Telangana,Medak,2014,Incidence of Rash Driving,1005
Telangana (state),Telangana,Medak,2014,Insult to the Modesty of Women,47
Telangana (state),Telangana,Medak,2014,Kidnapping & Abduction,11
Telangana (state),Telangana,Medak,2014,Kidnapping & Abduction in order to Murder,3
Telangana (state),Telangana,Medak,2014,Kidnapping & Abduction of Women to compel her for marriage,10
Telangana (state),Telangana,Medak,2014,Kidnapping & Abduction_Total,59
Telangana (state),Telangana,Medak,2014,Kidnapping for Ransom,0
Telangana (state),Telangana,Medak,2014,Making Preparation and Assembly for committing Dacoity,0
Telangana (state),Telangana,Medak,2014,Making or Possessing materials for forged currency/Bank notes,0
Telangana (state),Telangana,Medak,2014,Making or Using documents resembling currency,0
Telangana (state),Telangana,Medak,2014,Murder,130
Telangana (state),Telangana,Medak,2014,Offences against State,0
Telangana (state),Telangana,Medak,2014,Offences promoting enmity between different groups,0
Telangana (state),Telangana,Medak,2014,Other Assault on Women,123
Telangana (state),Telangana,Medak,2014,Other Dacoity,5
Telangana (state),Telangana,Medak,2014,Other IPC crimes,2496
Telangana (state),Telangana,Medak,2014,Other Kidnapping,35
Telangana (state),Telangana,Medak,2014,Other Thefts,541
Telangana (state),Telangana,Medak,2014,Other offences against State,0
Telangana (state),Telangana,Medak,2014,Other places related to work,0
Telangana (state),Telangana,Medak,2014,"Places other than 231, 232 & 233",47
Telangana (state),Telangana,Medak,2014,Possession of forged or counterfeiting currency/Bank notes,0
Telangana (state),Telangana,Medak,2014,Promoting enmity between different groups,0
Telangana (state),Telangana,Medak,2014,Rape,60
Telangana (state),Telangana,Medak,2014,Rape other than Custodial,60
Telangana (state),Telangana,Medak,2014,Rape_Gang Rape,3
Telangana (state),Telangana,Medak,2014,Rape_Others,57
Telangana (state),Telangana,Medak,2014,Riots,39
Telangana (state),Telangana,Medak,2014,Riots_Agrarian,0
Telangana (state),Telangana,Medak,2014,Riots_Caste Conflict,0
Telangana (state),Telangana,Medak,2014,Riots_Communal,0
Telangana (state),Telangana,Medak,2014,Riots_Industrial,0
Telangana (state),Telangana,Medak,2014,Riots_Other Caste Conflict,0
Telangana (state),Telangana,Medak,2014,Riots_Others,39
Telangana (state),Telangana,Medak,2014,Riots_Political,0
Telangana (state),Telangana,Medak,2014,Riots_SC/STs Vs Non-SCs/STs,0
Telangana (state),Telangana,Medak,2014,Riots_Sectarian,0
Telangana (state),Telangana,Medak,2014,Riots_Students,0
Telangana (state),Telangana,Medak,2014,Robbery,20
Telangana (state),Telangana,Medak,2014,Sedition,0
Telangana (state),Telangana,Medak,2014,Sexual Harassment,27
Telangana (state),Telangana,Medak,2014,Stalking,26
Telangana (state),Telangana,Medak,2014,Theft,787
Telangana (state),Telangana,Medak,2014,Total Cognizable IPC crimes,6931
Telangana (state),Telangana,Medak,2014,Unlawful Assembly,0
Telangana (state),Telangana,Medak,2014,Unnatural Offence,0
Telangana (state),Telangana,Medak,2014,Using forged or counterfeiting currency/Bank notes,2
Telangana (state),Telangana,Medak,2014,Voyeurism,0
Telangana (state),Telangana,Nalgonda,2014,Acid attack,0
Telangana (state),Telangana,Nalgonda,2014,Arson,67
Telangana (state),Telangana,Nalgonda,2014,Assault on Women with intent to outrage her Modesty,447
